Attribute ID,Label Type,Street ID,OSM Street ID,Neighborhood 1me,Attribute Latitude,Attribute Longitude,Avg Image Capture Date,Avg Label Date,Severity,Agree Count,Disagree Count,Unsure Count,Cluster Size,User IDs
123569555,NoCurbRamp,9729,6506833,"Atlantic",47.597107,-122.31156,2023-02-01T00:00Z,2024-09-25T20:01:10.064Z,2,1,0,0,1,"[0a3908c9-bddb-469b-8d7e-4c70cc14a35c]"
123569556,NoCurbRamp,19898,263712791,"Atlantic",47.59839,-122.31333,2019-08-01T00:00Z,2020-07-15T19:07:33.572Z,3,5,0,0,1,"[60dd2a70-16cc-4023-88eb-f95791ba08a5]"
123569557,NoCurbRamp,19898,263712791,"Atlantic",47.598278,-122.31169,2018-05-01T00:00Z,2019-05-10T01:52:03.357Z,3,1,0,0,1,"[a5e38991-dc2f-44df-9968-d63a2916e413]"
123569558,NoCurbRamp,12490,22917663,"Atlantic",47.60079,-122.311485,2019-08-01T00:00Z,2021-03-20T23:27:48.767Z,3,1,0,1,1,"[12d3f3e7-1635-41ee-84e5-28f4130828d5]"
123569559,NoCurbRamp,21451,347092915,"Atlantic",47.599983,-122.31167,2021-11-01T00:00Z,2024-04-06T21:55:47.042Z,1,2,0,0,1,"[c9d4636e-7267-4d52-a82c-f0dc859182d8]"
123569563,NoCurbRamp,9729,6506833,"Atlantic",47.5967,-122.31156,2023-02-01T00:00Z,2024-09-25T19:57:20.467Z,2,1,0,0,1,"[0a3908c9-bddb-469b-8d7e-4c70cc14a35c]"
123569564,NoCurbRamp,21452,347092915,"Atlantic",47.599953,-122.311485,2020-01-11T00:00Z,2022-07-19T23:27:59.892Z,4,4,0,0,3,"[12d3f3e7-1635-41ee-84e5-28f4130828d5,c74affdb-42a2-400d-a674-153cf7c54eb9,c9d4636e-7267-4d52-a82c-f0dc859182d8,a5e38991-dc2f-44df-9968-d63a2916e413]"
123569565,NoCurbRamp,3864,6405076,"Atlantic",47.60074,-122.31411,2019-05-01T00:00Z,2020-06-25T05:11:12.381Z,5,3,1,0,1,"[135b1c8c-ba4f-446b-a335-54673db39ca4]"
123569566,NoCurbRamp,21449,347092914,"Atlantic",47.59997,-122.31598,2019-06-01T00:00Z,2020-07-15T01:24:54.288Z,3,2,0,0,1,"[8b9c4528-e76a-4d19-997c-4e46704ca936]"
123569567,NoCurbRamp,21451,347092915,"Atlantic",47.599968,-122.311646,2021-11-16T00:00Z,2024-10-23T10:39:31.922500Z,5,1,0,1,2,"[c74affdb-42a2-400d-a674-153cf7c54eb9,c9d4636e-7267-4d52-a82c-f0dc859182d8]"
123569578,NoCurbRamp,12490,22917663,"Atlantic",47.600914,-122.31149,2019-08-01T00:00Z,2021-03-20T23:27:53.338Z,3,4,0,1,1,"[12d3f3e7-1635-41ee-84e5-28f4130828d5]"
123569719,NoCurbRamp,12487,22917663,"Atlantic",47.600918,-122.31298,2019-05-01T00:00Z,2021-10-16T17:05:23.057750Z,4,7,1,0,3,"[2a18ff3d-f47f-49c6-b842-93b1d141ca30,135b1c8c-ba4f-446b-a335-54673db39ca4,12d3f3e7-1635-41ee-84e5-28f4130828d5,4f2a3a9a-a5d5-4d57-b2d1-6be61a6c2184]"
123569720,NoCurbRamp,12489,22917663,"Atlantic",47.600918,-122.3128,2019-05-01T00:00Z,2020-06-25T05:14:06.552Z,4,1,0,0,1,"[135b1c8c-ba4f-446b-a335-54673db39ca4]"
123569721,NoCurbRamp,12489,22917663,"Atlantic",47.600914,-122.31169,2019-08-01T00:00Z,2021-03-20T23:28:00.930Z,3,2,0,1,1,"[12d3f3e7-1635-41ee-84e5-28f4130828d5]"
123569738,Crosswalk,19416,256996971,"Atlantic",47.60168,-122.31403,2022-12-21T08:00Z,2024-10-30T03:23:26.922333Z,2,1,0,0,3,"[cf5700f2-3ccc-44e3-826e-86965b6f4d91,24e0a596-2733-44c3-b7af-0cea29097309]"
123569758,Crosswalk,9731,6506833,"Atlantic",47.59824,-122.311584,2021-07-01T00:00Z,2025-01-19T10:27:25.802500Z,1,0,0,0,1,"[5f876ffb-90f5-4b1b-a9ba-68df39043c15,c74affdb-42a2-400d-a674-153cf7c54eb9]"
123569759,Crosswalk,3864,6405076,"Atlantic",47.60079,-122.31412,2019-05-01T00:00Z,2024-08-01T20:23:34.182Z,2,0,0,0,1,"[24e0a596-2733-44c3-b7af-0cea29097309]"
123569760,Crosswalk,12487,22917663,"Atlantic",47.600864,-122.31403,2022-10-01T00:00Z,2024-08-01T20:22:51.118Z,1,0,0,0,1,"[24e0a596-2733-44c3-b7af-0cea29097309]"
123569761,Crosswalk,9937,6510286,"Atlantic",47.597435,-122.312675,2023-02-01T00:00Z,2025-04-24T00:18:32.171Z,1,0,0,0,1,"[c74affdb-42a2-400d-a674-153cf7c54eb9]"
123569762,Crosswalk,20729,332223494,"Atlantic",47.599205,-122.31393,2021-11-01T00:00Z,2024-08-01T20:27:04.173500Z,1,0,0,0,1,"[24e0a596-2733-44c3-b7af-0cea29097309]"
123569763,Crosswalk,19898,263712791,"Atlantic",47.598354,-122.31332,2023-02-01T00:00Z,2025-04-24T00:29:51.039Z,1,0,0,0,1,"[c74affdb-42a2-400d-a674-153cf7c54eb9]"
123569764,Crosswalk,21439,347092907,"Atlantic",47.59929,-122.31434,2023-02-01T00:00Z,2024-08-01T20:25:27.409Z,2,0,0,0,1,"[24e0a596-2733-44c3-b7af-0cea29097309]"
123569765,Crosswalk,24234,428247255,"Inter1tio1l District",47.598286,-122.313354,2023-02-01T00:00Z,2025-04-24T00:29:57.606Z,1,0,0,0,1,"[c74affdb-42a2-400d-a674-153cf7c54eb9]"
123569766,Crosswalk,3865,6405076,"Atlantic",47.60093,-122.31413,2022-10-01T00:00Z,2024-08-01T20:22:56.779Z,2,0,0,0,1,"[24e0a596-2733-44c3-b7af-0cea29097309]"
123569767,Crosswalk,24070,428233432,"Yesler Terrace",47.600967,-122.31694,2023-02-01T00:00Z,2025-05-09T01:14:37.288Z,1,0,0,0,1,"[c74affdb-42a2-400d-a674-153cf7c54eb9]"
123569768,Crosswalk,3864,6405076,"Atlantic",47.60079,-122.314224,2019-05-01T00:00Z,2024-08-01T20:23:48.336Z,2,0,0,0,1,"[24e0a596-2733-44c3-b7af-0cea29097309]"
123569769,Crosswalk,20720,332223487,"Atlantic",47.600822,-122.316925,2023-02-01T00:00Z,2025-05-09T01:14:50.057Z,1,0,0,0,1,"[c74affdb-42a2-400d-a674-153cf7c54eb9]"
123569770,Crosswalk,21442,347092910,"Atlantic",47.60169,-122.31424,2022-02-14T12:00Z,2024-08-04T07:03:58.917500Z,2,0,0,0,2,"[24e0a596-2733-44c3-b7af-0cea29097309]"
123569771,Crosswalk,4230,6413383,"Atlantic",47.6016,-122.31676,2021-07-01T00:00Z,2025-05-09T01:13:33.509Z,1,0,0,0,1,"[c74affdb-42a2-400d-a674-153cf7c54eb9]"
123569772,Crosswalk,13123,32121988,"Atlantic",47.60168,-122.3167,2021-07-01T00:00Z,2024-11-04T21:31:43.536500Z,2,2,0,0,2,"[db47ab06-5f24-4367-8faa-f9185725d0c3,c74affdb-42a2-400d-a674-153cf7c54eb9]"
123569773,Crosswalk,21442,347092910,"Atlantic",47.6016,-122.31426,2021-07-01T00:00Z,2024-08-01T20:20:44.615Z,3,0,0,0,1,"[24e0a596-2733-44c3-b7af-0cea29097309]"
123569774,Crosswalk,3865,6405076,"Atlantic",47.601612,-122.31411,2022-12-01T00:00Z,2024-10-11T21:47:17.599500Z,2,0,0,0,4,"[c74affdb-42a2-400d-a674-153cf7c54eb9,24e0a596-2733-44c3-b7af-0cea29097309]"
123569813,Sig1l,19416,256996971,"Atlantic",47.60161,-122.313965,2024-09-01T00:00Z,2025-05-08T04:36:17.876Z,1,0,0,0,1,"[c74affdb-42a2-400d-a674-153cf7c54eb9]"
123569816,Sig1l,21442,347092910,"Atlantic",47.601612,-122.314255,2024-09-01T00:00Z,2025-05-08T04:36:58.665Z,1,0,0,0,1,"[c74affdb-42a2-400d-a674-153cf7c54eb9]"
123569848,Sig1l,20720,332223487,"Atlantic",47.600796,-122.316956,2023-02-01T00:00Z,2025-05-09T01:14:54.040Z,1,0,0,0,1,"[c74affdb-42a2-400d-a674-153cf7c54eb9]"
123569849,Sig1l,20720,332223487,"Atlantic",47.60091,-122.31684,2023-02-01T00:00Z,2025-05-09T01:14:58.311Z,1,0,0,0,1,"[c74affdb-42a2-400d-a674-153cf7c54eb9]"
123569851,Sig1l,9937,6510286,"Atlantic",47.59742,-122.31258,2023-02-01T00:00Z,2025-04-24T00:18:27.397Z,1,0,0,0,1,"[c74affdb-42a2-400d-a674-153cf7c54eb9]"
123569852,Sig1l,19898,263712791,"Atlantic",47.598278,-122.31323,2023-02-01T00:00Z,2025-04-24T00:30:24.604500Z,1,0,0,0,1,"[c74affdb-42a2-400d-a674-153cf7c54eb9]"
123569853,Sig1l,19898,263712791,"Atlantic",47.598404,-122.313324,2023-02-01T00:00Z,2025-04-24T00:29:43.957Z,1,0,0,0,1,"[c74affdb-42a2-400d-a674-153cf7c54eb9]"
123572088,CurbRamp,9337,6499326,"Inter1tio1l District",47.59739,-122.32235,2019-05-01T00:00Z,2020-11-22T12:05:58.373667Z,1,1,0,0,2,"[435309a9-9476-4335-ade9-08bcdd4b922b,7486977c-f91a-4ce0-be11-c0c8a0b38e12,f35c4aaf-e263-4b17-923b-1cee1f225784]"
123572089,CurbRamp,8010,6477644,"Inter1tio1l District",47.597435,-122.32229,2019-05-01T00:00Z,2020-11-22T12:05:57.774Z,1,1,0,0,1,"[435309a9-9476-4335-ade9-08bcdd4b922b,7486977c-f91a-4ce0-be11-c0c8a0b38e12,f35c4aaf-e263-4b17-923b-1cee1f225784]"
123572092,CurbRamp,9338,6499326,"Inter1tio1l District",47.597622,-122.322365,2019-05-01T00:00Z,2020-12-16T06:10:48.028200Z,1,4,0,0,3,"[435309a9-9476-4335-ade9-08bcdd4b922b,7486977c-f91a-4ce0-be11-c0c8a0b38e12,60dd2a70-16cc-4023-88eb-f95791ba08a5,f35c4aaf-e263-4b17-923b-1cee1f225784]"
123572093,CurbRamp,12105,15257627,"Inter1tio1l District",47.599125,-122.32232,2019-01-30T12:00Z,2019-11-17T19:15:03.035500Z,1,3,0,0,2,"[28b9dee0-bafe-42e7-815d-bc308c4d6213,ec15a589-dd14-4513-a43e-8c06e55f4c71]"
123572095,CurbRamp,8010,6477644,"Inter1tio1l District",47.597607,-122.321945,2019-05-01T00:00Z,2021-07-17T18:58:53.261Z,1,0,0,0,1,"[7486977c-f91a-4ce0-be11-c0c8a0b38e12]"
123572103,CurbRamp,21006,333370569,"Inter1tio1l District",47.59913,-122.31711,2019-03-26T00:00Z,2020-10-25T21:36:45.602Z,1,5,0,0,5,"[46bcaa7c-c94d-4dd5-9886-d21f86543f28,435309a9-9476-4335-ade9-08bcdd4b922b,7c8d6857-9481-4bed-83f6-0b0b0377fb6f,51067b9d-0d89-47d9-9ae0-50ea7ac8235b,7dc864d8-9ce3-4770-9d53-067414a26952,ec15a589-dd14-4513-a43e-8c06e55f4c71]"
123572104,CurbRamp,19895,263712791,"Inter1tio1l District",47.59842,-122.31509,2019-06-01T00:00Z,2021-07-15T19:37:06.777Z,1,1,0,0,1,"[7486977c-f91a-4ce0-be11-c0c8a0b38e12]"
123572105,CurbRamp,21006,333370569,"Inter1tio1l District",47.599125,-122.316025,2019-06-01T00:00Z,2020-12-30T16:30:06.471333Z,1,1,0,0,3,"[51067b9d-0d89-47d9-9ae0-50ea7ac8235b,435309a9-9476-4335-ade9-08bcdd4b922b,ec15a589-dd14-4513-a43e-8c06e55f4c71]"
123572106,CurbRamp,19895,263712791,"Inter1tio1l District",47.598423,-122.31617,2019-06-01T00:00Z,2021-07-15T19:35:21.856Z,1,1,0,0,1,"[7486977c-f91a-4ce0-be11-c0c8a0b38e12]"
123572107,CurbRamp,26606,573669452,"Inter1tio1l District",47.595894,-122.31163,2019-08-01T00:00Z,2021-03-21T00:02:32.783Z,1,1,0,0,1,"[12d3f3e7-1635-41ee-84e5-28f4130828d5]"
123572108,CurbRamp,25288,465797036,"North Beacon Hill",47.595917,-122.31173,2024-09-01T00:00Z,2025-05-10T22:53:07.881Z,1,0,0,0,1,"[c74affdb-42a2-400d-a674-153cf7c54eb9]"
123572109,CurbRamp,26606,573669452,"Inter1tio1l District",47.595997,-122.3118,2019-08-01T00:00Z,2021-05-31T11:16:17.416333Z,1,2,0,0,1,"[435309a9-9476-4335-ade9-08bcdd4b922b,7486977c-f91a-4ce0-be11-c0c8a0b38e12,8ba4641d-f661-4351-8f20-ff86057a8b16]"
123572110,CurbRamp,26606,573669452,"Inter1tio1l District",47.596123,-122.311844,2019-07-01T00:00Z,2020-06-19T16:40:45.621Z,1,2,0,0,1,"[bca24c1a-a6b1-4625-ab8e-9ff8693022d7]"
123572111,CurbRamp,19895,263712791,"Inter1tio1l District",47.59826,-122.317116,2019-06-01T00:00Z,2021-07-21T18:03:07.556Z,2,2,0,0,1,"[435309a9-9476-4335-ade9-08bcdd4b922b,7486977c-f91a-4ce0-be11-c0c8a0b38e12]"
123572112,CurbRamp,8015,6477649,"Inter1tio1l District",47.597603,-122.317375,2019-05-16T12:00Z,2021-01-17T15:45:01.554Z,1,4,0,0,2,"[ec15a589-dd14-4513-a43e-8c06e55f4c71,1367aa4c-63e2-4870-a2db-2d95c978a961]"
123572113,CurbRamp,25819,500021854,"Inter1tio1l District",47.597595,-122.317276,2018-08-01T00:00Z,2019-04-16T22:48:27.233Z,2,1,0,0,1,"[e9e3a214-c733-41a9-989e-51b0ae705626]"
123572120,CurbRamp,21634,360589208,"Inter1tio1l District",47.595932,-122.32231,2019-05-01T00:00Z,2021-07-30T15:50:20.977Z,1,1,0,0,1,"[435309a9-9476-4335-ade9-08bcdd4b922b]"
123572121,CurbRamp,26604,573622538,"Inter1tio1l District",47.59597,-122.32242,2018-09-01T00:00Z,2019-04-16T22:42:18.772Z,2,0,0,0,1,"[e9e3a214-c733-41a9-989e-51b0ae705626]"
123572122,CurbRamp,20970,332949669,"Inter1tio1l District",47.595886,-122.321625,2019-07-01T00:00Z,2020-06-20T09:38:39.287Z,1,1,0,0,1,"[ec15a589-dd14-4513-a43e-8c06e55f4c71]"
123572123,CurbRamp,26604,573622538,"Inter1tio1l District",47.595943,-122.32237,2018-12-31T00:00Z,2020-06-12T00:04:08.833667Z,1,2,0,0,2,"[435309a9-9476-4335-ade9-08bcdd4b922b,ec15a589-dd14-4513-a43e-8c06e55f4c71,e9e3a214-c733-41a9-989e-51b0ae705626]"
123572124,CurbRamp,26604,573622538,"Inter1tio1l District",47.59659,-122.3224,2018-12-31T00:00Z,2020-06-06T07:17:44.070500Z,2,6,0,0,2,"[435309a9-9476-4335-ade9-08bcdd4b922b,e9e3a214-c733-41a9-989e-51b0ae705626]"
123572145,CurbRamp,4471,6416768,"Inter1tio1l District",47.59658,-122.31272,2019-06-01T00:00Z,2021-07-27T16:43:42.964Z,1,0,0,0,1,"[435309a9-9476-4335-ade9-08bcdd4b922b]"
123572146,CurbRamp,24237,428247256,"Atlantic",47.59662,-122.312225,2024-09-01T00:00Z,2025-04-28T03:41:09.164Z,1,0,0,0,1,"[c74affdb-42a2-400d-a674-153cf7c54eb9]"
123572147,CurbRamp,25288,465797036,"North Beacon Hill",47.595963,-122.31177,2022-02-15T00:00Z,2022-05-26T14:10:28.399500Z,1,1,0,0,2,"[c74affdb-42a2-400d-a674-153cf7c54eb9,435309a9-9476-4335-ade9-08bcdd4b922b,7486977c-f91a-4ce0-be11-c0c8a0b38e12,8ba4641d-f661-4351-8f20-ff86057a8b16]"
123572148,CurbRamp,19901,263712957,"Inter1tio1l District",47.5976,-122.31299,2020-09-10T08:00Z,2022-05-14T04:09:49.241Z,1,2,0,0,3,"[4a5ab360-2790-4c4f-8d4d-75f80d07276c,435309a9-9476-4335-ade9-08bcdd4b922b,12d3f3e7-1635-41ee-84e5-28f4130828d5]"
123572149,CurbRamp,19901,263712957,"Inter1tio1l District",47.59756,-122.312874,2023-02-01T00:00Z,2025-04-24T00:18:40.058Z,1,0,0,0,1,"[c74affdb-42a2-400d-a674-153cf7c54eb9]"
123572150,CurbRamp,24236,428247255,"Atlantic",47.59769,-122.31313,2019-06-01T00:00Z,2020-07-15T19:34:09.294Z,3,1,0,0,1,"[60dd2a70-16cc-4023-88eb-f95791ba08a5]"
123572151,CurbRamp,19895,263712791,"Inter1tio1l District",47.59827,-122.31451,2019-06-01T00:00Z,2021-07-15T19:37:31.630Z,1,1,0,0,1,"[7486977c-f91a-4ce0-be11-c0c8a0b38e12]"
123572152,CurbRamp,19901,263712957,"Inter1tio1l District",47.597427,-122.31282,2021-04-01T12:00Z,2023-06-12T08:08:05.196500Z,1,2,0,0,2,"[c74affdb-42a2-400d-a674-153cf7c54eb9,435309a9-9476-4335-ade9-08bcdd4b922b]"
123572153,CurbRamp,19895,263712791,"Inter1tio1l District",47.59828,-122.31469,2019-06-01T00:00Z,2021-07-15T19:37:26.381Z,1,0,0,0,1,"[7486977c-f91a-4ce0-be11-c0c8a0b38e12]"
123572154,CurbRamp,19895,263712791,"Inter1tio1l District",47.59827,-122.31351,2021-04-01T12:00Z,2022-10-22T04:15:28.783667Z,1,1,0,0,2,"[435309a9-9476-4335-ade9-08bcdd4b922b,7486977c-f91a-4ce0-be11-c0c8a0b38e12,c74affdb-42a2-400d-a674-153cf7c54eb9]"
123572155,CurbRamp,19901,263712957,"Inter1tio1l District",47.597446,-122.3129,2021-04-01T12:00Z,2022-02-20T10:36:56.887333Z,1,1,0,0,2,"[435309a9-9476-4335-ade9-08bcdd4b922b,60dd2a70-16cc-4023-88eb-f95791ba08a5,4a5ab360-2790-4c4f-8d4d-75f80d07276c]"
123572156,CurbRamp,19895,263712791,"Inter1tio1l District",47.59842,-122.31414,2019-06-01T00:00Z,2021-07-15T19:38:03.101Z,1,0,0,0,1,"[7486977c-f91a-4ce0-be11-c0c8a0b38e12]"
123572157,CurbRamp,19895,263712791,"Inter1tio1l District",47.59831,-122.31351,2023-02-01T00:00Z,2025-04-24T00:30:41.258Z,1,0,0,0,1,"[c74affdb-42a2-400d-a674-153cf7c54eb9]"
123572158,CurbRamp,24233,428247254,"Inter1tio1l District",47.59906,-122.314125,2020-05-11T16:00Z,2022-07-08T06:16:27.477Z,1,3,0,0,3,"[56e355be-1e8b-4460-b105-066ba767495b,24e0a596-2733-44c3-b7af-0cea29097309,435309a9-9476-4335-ade9-08bcdd4b922b]"
123572159,CurbRamp,24233,428247254,"Inter1tio1l District",47.59909,-122.31405,2019-06-01T00:00Z,2021-03-23T00:01:11.929Z,1,1,0,0,1,"[4f2a3a9a-a5d5-4d57-b2d1-6be61a6c2184]"
123572160,CurbRamp,19895,263712791,"Inter1tio1l District",47.598396,-122.3136,2021-03-17T00:00Z,2023-04-08T12:29:20.745Z,1,1,0,0,2,"[12d3f3e7-1635-41ee-84e5-28f4130828d5,c74affdb-42a2-400d-a674-153cf7c54eb9]"
123572161,CurbRamp,19895,263712791,"Inter1tio1l District",47.598267,-122.314,2019-06-01T00:00Z,2021-07-15T19:38:14.010Z,1,0,0,0,1,"[7486977c-f91a-4ce0-be11-c0c8a0b38e12]"
123572162,CurbRamp,27615,661350011,"Inter1tio1l District",47.59845,-122.31365,2019-06-01T00:00Z,2021-07-21T18:07:46.168500Z,1,1,0,0,1,"[435309a9-9476-4335-ade9-08bcdd4b922b,7486977c-f91a-4ce0-be11-c0c8a0b38e12]"
123572163,CurbRamp,24235,428247255,"Inter1tio1l District",47.59841,-122.313576,2023-02-01T00:00Z,2025-04-24T00:30:12.778Z,1,0,0,0,1,"[c74affdb-42a2-400d-a674-153cf7c54eb9]"
123572219,CurbRamp,20970,332949669,"Inter1tio1l District",47.595947,-122.321266,2019-07-01T00:00Z,2021-01-07T12:47:47.795Z,1,3,0,0,1,"[435309a9-9476-4335-ade9-08bcdd4b922b,ec15a589-dd14-4513-a43e-8c06e55f4c71]"
123572220,CurbRamp,24242,428247263,"Inter1tio1l District",47.59593,-122.31606,2019-06-01T00:00Z,2021-01-20T06:02:55.149Z,2,0,0,0,1,"[435309a9-9476-4335-ade9-08bcdd4b922b,60dd2a70-16cc-4023-88eb-f95791ba08a5]"
123572221,CurbRamp,24214,428246928,"Inter1tio1l District",47.59591,-122.31798,2019-07-01T00:00Z,2021-01-15T23:58:09.413Z,1,1,0,0,1,"[223e77b7-d928-4c9a-acb8-9d011362d693]"
123572222,CurbRamp,19899,263712955,"Inter1tio1l District",47.596157,-122.31913,2019-07-01T00:00Z,2020-06-20T10:32:50.231Z,1,1,0,0,1,"[ec15a589-dd14-4513-a43e-8c06e55f4c71]"
123572223,CurbRamp,17395,166504277,"Inter1tio1l District",47.595932,-122.319176,2019-06-21T00:00Z,2021-03-07T23:08:41.368750Z,1,6,0,0,3,"[8ba4641d-f661-4351-8f20-ff86057a8b16,1367aa4c-63e2-4870-a2db-2d95c978a961,435309a9-9476-4335-ade9-08bcdd4b922b,ec15a589-dd14-4513-a43e-8c06e55f4c71]"
123572224,CurbRamp,17394,166504277,"Inter1tio1l District",47.595943,-122.31938,2019-06-21T00:00Z,2021-01-12T14:26:50.777500Z,1,3,0,0,3,"[1367aa4c-63e2-4870-a2db-2d95c978a961,ec15a589-dd14-4513-a43e-8c06e55f4c71,435309a9-9476-4335-ade9-08bcdd4b922b]"
123572236,CurbRamp,12105,15257627,"Inter1tio1l District",47.599316,-122.32229,2019-01-15T12:00Z,2020-06-10T18:16:03.483333Z,1,4,0,0,2,"[28b9dee0-bafe-42e7-815d-bc308c4d6213,435309a9-9476-4335-ade9-08bcdd4b922b,ec15a589-dd14-4513-a43e-8c06e55f4c71]"
123572237,CurbRamp,9336,6499326,"Inter1tio1l District",47.599052,-122.32238,2019-06-01T00:00Z,2021-01-07T13:19:22.616Z,1,2,0,0,1,"[435309a9-9476-4335-ade9-08bcdd4b922b,ec15a589-dd14-4513-a43e-8c06e55f4c71]"
123572295,CurbRamp,21001,333370566,"Inter1tio1l District",47.59913,-122.31437,2020-02-15T06:00Z,2021-06-27T09:39:46.629Z,1,3,0,0,4,"[56e355be-1e8b-4460-b105-066ba767495b,24e0a596-2733-44c3-b7af-0cea29097309,ec15a589-dd14-4513-a43e-8c06e55f4c71,435309a9-9476-4335-ade9-08bcdd4b922b]"
123572296,CurbRamp,24233,428247254,"Inter1tio1l District",47.599163,-122.31412,2019-06-01T00:00Z,2021-03-23T00:01:31.556Z,1,1,0,0,1,"[4f2a3a9a-a5d5-4d57-b2d1-6be61a6c2184]"
123572297,CurbRamp,19895,263712791,"Inter1tio1l District",47.598274,-122.31425,2019-06-01T00:00Z,2021-07-15T19:37:44.172Z,2,0,0,0,1,"[7486977c-f91a-4ce0-be11-c0c8a0b38e12]"
123572298,CurbRamp,25152,460425666,"Yesler Terrace",47.5991,-122.31735,2019-03-26T00:00Z,2020-10-18T14:44:56.214400Z,1,4,0,0,5,"[ec15a589-dd14-4513-a43e-8c06e55f4c71,46bcaa7c-c94d-4dd5-9886-d21f86543f28,7dc864d8-9ce3-4770-9d53-067414a26952,435309a9-9476-4335-ade9-08bcdd4b922b,197eefd6-6ee2-4797-8596-a59ae40d288c]"
123572299,CurbRamp,25152,460425666,"Yesler Terrace",47.599113,-122.31738,2019-02-09T08:00Z,2020-07-18T21:17:37.669833Z,1,4,0,0,6,"[ec15a589-dd14-4513-a43e-8c06e55f4c71,46bcaa7c-c94d-4dd5-9886-d21f86543f28,7c8d6857-9481-4bed-83f6-0b0b0377fb6f,7dc864d8-9ce3-4770-9d53-067414a26952,435309a9-9476-4335-ade9-08bcdd4b922b,197eefd6-6ee2-4797-8596-a59ae40d288c]"
123572300,CurbRamp,12107,15257627,"Yesler Terrace",47.59912,-122.318375,2019-06-01T00:00Z,2020-07-02T16:38:06.504Z,3,0,0,0,1,"[60dd2a70-16cc-4023-88eb-f95791ba08a5]"
123572301,CurbRamp,24974,458133614,"Inter1tio1l District",47.59909,-122.317154,2019-03-26T00:00Z,2020-10-15T21:19:36.603800Z,1,4,0,0,5,"[46bcaa7c-c94d-4dd5-9886-d21f86543f28,435309a9-9476-4335-ade9-08bcdd4b922b,7c8d6857-9481-4bed-83f6-0b0b0377fb6f,7dc864d8-9ce3-4770-9d53-067414a26952,ec15a589-dd14-4513-a43e-8c06e55f4c71]"
123572302,CurbRamp,3742,6402614,"Inter1tio1l District",47.598442,-122.31958,2019-06-01T00:00Z,2021-07-28T23:02:08.045Z,1,1,0,0,1,"[435309a9-9476-4335-ade9-08bcdd4b922b]"
123572303,CurbRamp,3742,6402614,"Inter1tio1l District",47.598564,-122.31964,2019-06-01T00:00Z,2020-06-20T09:51:54.022Z,1,1,1,0,1,"[ec15a589-dd14-4513-a43e-8c06e55f4c71]"
123572304,CurbRamp,21923,369922295,"Inter1tio1l District",47.598293,-122.31979,2019-06-01T00:00Z,2021-01-08T04:26:44.289500Z,1,3,0,0,2,"[ec15a589-dd14-4513-a43e-8c06e55f4c71,435309a9-9476-4335-ade9-08bcdd4b922b]"
123572305,CurbRamp,21923,369922295,"Inter1tio1l District",47.598263,-122.319756,2019-06-01T00:00Z,2020-11-01T22:14:56.415333Z,1,6,0,0,2,"[ec15a589-dd14-4513-a43e-8c06e55f4c71,435309a9-9476-4335-ade9-08bcdd4b922b]"
123572306,CurbRamp,19899,263712955,"Inter1tio1l District",47.597424,-122.31974,2019-06-01T00:00Z,2021-07-28T23:03:22.859Z,1,1,0,0,1,"[435309a9-9476-4335-ade9-08bcdd4b922b]"
123572307,CurbRamp,26503,547653672,"Inter1tio1l District",47.59827,-122.31969,2019-06-01T00:00Z,2020-06-20T10:29:20.655Z,1,1,0,0,1,"[ec15a589-dd14-4513-a43e-8c06e55f4c71]"
123572308,CurbRamp,3742,6402614,"Inter1tio1l District",47.599083,-122.31956,2019-06-01T00:00Z,2021-01-24T18:54:59.404Z,1,6,0,0,3,"[435309a9-9476-4335-ade9-08bcdd4b922b,46bcaa7c-c94d-4dd5-9886-d21f86543f28,60dd2a70-16cc-4023-88eb-f95791ba08a5]"
123572309,CurbRamp,26503,547653672,"Inter1tio1l District",47.5983,-122.319664,2019-06-01T00:00Z,2020-06-20T10:29:12.610Z,1,1,0,0,1,"[ec15a589-dd14-4513-a43e-8c06e55f4c71]"
123572310,CurbRamp,21923,369922295,"Inter1tio1l District",47.59844,-122.31974,2019-06-01T00:00Z,2021-01-08T04:45:42.305500Z,1,2,0,0,1,"[435309a9-9476-4335-ade9-08bcdd4b922b,ec15a589-dd14-4513-a43e-8c06e55f4c71]"
123572311,CurbRamp,3742,6402614,"Inter1tio1l District",47.599087,-122.31971,2019-06-01T00:00Z,2021-03-30T03:27:48.355667Z,1,2,0,0,3,"[60dd2a70-16cc-4023-88eb-f95791ba08a5,435309a9-9476-4335-ade9-08bcdd4b922b,46bcaa7c-c94d-4dd5-9886-d21f86543f28]"
123572312,CurbRamp,21923,369922295,"Inter1tio1l District",47.5984,-122.3198,2019-06-01T00:00Z,2020-06-20T09:51:48.876Z,1,1,0,0,1,"[ec15a589-dd14-4513-a43e-8c06e55f4c71]"
123572313,CurbRamp,21923,369922295,"Inter1tio1l District",47.598377,-122.31978,2019-06-01T00:00Z,2021-01-08T04:45:42.849Z,1,3,0,0,1,"[435309a9-9476-4335-ade9-08bcdd4b922b,ec15a589-dd14-4513-a43e-8c06e55f4c71]"
123572314,CurbRamp,21924,369922295,"Inter1tio1l District",47.5984,-122.319534,2019-06-01T00:00Z,2021-01-08T04:26:32.426Z,1,2,0,0,1,"[435309a9-9476-4335-ade9-08bcdd4b922b,ec15a589-dd14-4513-a43e-8c06e55f4c71]"
