ImageID,Latitude,Longitude,PanoID,Date,Walkability Score,Image Name,Elevation
image_11251,47.6126844,-122.3343459,ISanDHNjgdvNFum3sz1iSQ,2021-07,0.97482321,image_11251,58
image_11252,47.6189394,-122.3430535,vYCRknOBUdpHXrUSKmVo_g,2021-12,0.81658623,image_11252,34
image_11253,47.6066068,-122.3319647,CAoSLEFGMVFpcE4ySmlOTWxsZ2M5eWhZSWxPN0Fya3BwWFpFVEZGT1gyNWhFZmFw,2016-07,2.58287417,image_11253,78
image_11254,47.609805,-122.3346372,ubIHAgUadd3dNaMossBm-w,2021-07,1.8292991,image_11254,60
image_11255,47.6105506,-122.3318431,hTn8wqOwmIScaZHyMiKXzQ,2021-04,1.66465657,image_11255,69
image_11256,47.6130108,-122.3468803,5JAJ6ARrIDvBs8_THJqB9g,2021-12,1.44295674,image_11256,28
image_11257,47.6123633,-122.3385222,CAoSLEFGMVFpcFBTc3k2STItQjJQdGhFeloxQVZKUVpGYWxyU0RGWlpKYUo4WG9Z,2021-09,2.71088977,image_11257,58
image_11258,47.6105867,-122.3440129,UpxAQ1_crBBmqZzgpHETbg,2022-09,2.62368514,image_11258,26
image_11259,47.61082,-122.3343093,CAoSLEFGMVFpcE9xN0JZNUlPcGVmMDM3c3BoMGpOVXhlLTd1RUhVVGhVTzk5dzVk,2021-08,0.73002721,image_11259,69
image_11260,47.6109479,-122.3406552,UgmT90YToL3iam1yRKkTKQ,2021-12,0.5293935,image_11260,56
image_11261,47.6089978,-122.3304919,IBT1S2qlgtQwAi5emHPNZA,2021-12,1.80527197,image_11261,65
image_11262,47.6075661,-122.3250451,e9jkkyrrSvgHZa-83vIwCg,2019-05,0.92772474,image_11262,101
image_11263,47.6044185,-122.3343506,2kWIJgDhfjSyxFBsPPVTXA,2021-07,2.12599065,image_11263,35
image_11264,47.6197307,-122.3434751,WmaycuGE5jJEHS_fUjdvIA,2021-08,1.83519558,image_11264,37
image_11265,47.6128013,-122.323843,x4MEvxjj744aan0LOYXaWw,2021-11,1.51779205,image_11265,107
image_11266,47.6022815,-122.3280977,_EWSQGi-Uia0HZvt30rjdQ,2021-07,2.37605081,image_11266,36
image_11267,47.6178919,-122.3344753,U52yd1Yl3nkYDZNGPegSxA,2021-12,0.3491404,image_11267,41
image_11268,47.6016509,-122.3313999,zmwBlg1FbqV8rauPxUKaQA,2023-02,0.81290246,image_11268,16
image_11269,47.604561,-122.3249911,xSP4zBefHKcpaBCHuPmB3Q,2021-07,2.2730209,image_11269,105
image_11270,47.6102987,-122.3431018,CAoSLEFGMVFpcE4taURHM01ucDBEMk1Pa1V6MlZaNG5LTUxkWVpVY0pTNFFNbUd6,2017-06,3.17870099,image_11270,29
image_11271,47.5999866,-122.3317579,aHNX-J1ePDMMHVU2xWJmMQ,2021-12,1.25243978,image_11271,18
image_11272,47.6111489,-122.3253754,Hx5OlJxvYqi2MGu_zQVdsA,2022-10,2.35811465,image_11272,107
image_11273,47.6175918,-122.3538188,CAoSLEFGMVFpcE1BbVVwZnFpb3VJZF9GdGtyRVJleVBidFUzWHlNbmw2SlloMk1B,2017-08,1.89895372,image_11273,28
image_11274,47.6069285,-122.3212848,HcTA8XoAaDwn5XtdY8lZ7A,2021-11,1.60309274,image_11274,111
image_11275,47.6197531,-122.3292915,dOrbVogOMm154xRR5Y2vqA,2021-11,2.57932594,image_11275,46
image_11276,47.6112533,-122.336239,TRbSJI6b1QHeLV_G5ZiLdw,2021-07,1.92042152,image_11276,53
image_11277,47.6167487,-122.3577993,BZjQMtJQrojatXssz1Pbug,2022-09,3.20464362,image_11277,0
image_11278,47.6176376,-122.319809,1QLBAV8x6ofCEHY8Uf3y6g,2017-09,2.7167136,image_11278,97
image_11279,47.6102627,-122.322757,-FMoEpO6son3_Z4Y7KD_UA,2022-08,1.31851556,image_11279,109
image_11280,47.6128482,-122.337883,cEY190EmlGNS9GuufCpFbg,2021-12,0.91882622,image_11280,49
image_11281,47.6095213,-122.3438909,WkC9ua_Ex9o--QfVPyVU6A,2018-10,-0.91956606,image_11281,13
image_11282,47.6132468,-122.320818,3I7tIwgoIML84LLwsEDcrg,2022-11,1.48734089,image_11282,97
image_11283,47.6209655,-122.3385965,JCPVsgLQnTj3FsewQJd6zg,2021-12,1.05693949,image_11283,20
image_11284,47.6135727,-122.33287,lrssdpuDA6-WD-vUDIaqHA,2021-12,-0.3060833,image_11284,55
image_11285,47.6189928,-122.326625,65XzdRno0XsPikbZjV3d5w,2021-07,2.21672905,image_11285,73
image_11286,47.6219872,-122.3253999,e4HY2pmB73nPh2_qZkGpPg,2021-11,2.25673789,image_11286,84
image_11287,47.6102141,-122.3367371,V__lGqKMTYQAL4gsbVnDZQ,2021-07,1.34039159,image_11287,70
image_11288,47.6190211,-122.3542746,IDb91m2JR8kq3R6LdbR1rA,2021-12,2.51869091,image_11288,24
image_11289,47.6158382,-122.3389539,cVvmO6xMFdWbct_o691ubg,2019-05,1.94549677,image_11289,29
image_11290,47.619753,-122.3319222,VKtCa9dZqCQECDpJSR5Tyg,2021-11,1.12453921,image_11290,38
image_11291,47.6092063,-122.335805,6w0vQXyyboPgeKNgXXDVCQ,2021-12,2.24545548,image_11291,60
image_11292,47.5974534,-122.3249238,CAoSLEFGMVFpcE0xdEgtWWRmck5DM3hnVmVXeDFoQ3pXQW44ak84cldFcmx2WEg4,2019-04,2.11950476,image_11292,19
image_11293,47.6189332,-122.3526029,XD_L898kgTwPlXNs-aINkg,2021-12,1.9504698,image_11293,30
image_11294,47.6145656,-122.3403912,pRAonUCRNmsSyhYFzTQyaA,2021-12,1.88026671,image_11294,48
image_11295,47.6163181,-122.3221096,KXEDgnJlvIrHEaccGtTeug,2022-08,1.82547257,image_11295,96
image_11296,47.6044914,-122.3223896,tE-6sQZvJb-ImW3iqt-2YA,2021-07,1.58501628,image_11296,108
image_11297,47.6163783,-122.3513799,c7AIAfPP3zR1cgHRhwalCQ,2021-12,1.21765483,image_11297,27
image_11298,47.6128063,-122.3372986,AMNYgnyTi-L-vQ5UMZqLHw,2022-08,2.88490815,image_11298,62
image_11299,47.6127874,-122.3372844,2ZDe2qazK3AVaRrl-SVw_Q,2022-08,3.28421516,image_11299,62
image_11300,47.6232054,-122.3317957,XKjSZQZvFEKhtO8UeaPC9Q,2021-07,1.53129688,image_11300,33
image_11301,47.6073098,-122.3372786,CAoSLEFGMVFpcE5iWEVFYTh5dU1hQWozV2ZPZVdraU1CWlB3OVdHRVdmREdfNV9S,2023-07,0.82255088,image_11301,42
image_11302,47.6043489,-122.3298165,PeoK2aphm78w5I9-huryVw,2021-12,2.94666489,image_11302,33
image_11303,47.6175214,-122.3208576,NwNs1lEfoaCk_iQOHp6pvQ,2022-10,2.42437623,image_11303,104
image_11304,47.5965979,-122.3266373,hQ92mCNsQeImnx3v2uDNIA,2022-09,2.21063004,image_11304,12
image_11305,47.608354,-122.3210266,4zYD7Ug1OK50ffpHtvt3sw,2019-05,2.2168684,image_11305,121
image_11306,47.6158927,-122.3424126,yivDNJ6hCDFrUPHAFB69hQ,2021-12,2.43004522,image_11306,41
image_11307,47.6065542,-122.3273276,-twVE31tOIOkTzts4u61yQ,2021-12,2.78780982,image_11307,75
image_11308,47.6136809,-122.3369508,rHozn5CQFsxfBM8UThJmkg,2022-08,1.14300201,image_11308,74
image_11309,47.6073266,-122.3240681,CAoSLEFGMVFpcE1LelQ3MHY5MkJJMWk3bmUybjlQVzZ3V0JEZk9NdVJ3T2xoX1Rr,2016-04,2.63914418,image_11309,99
image_11310,47.6080682,-122.342134,_glzP94ZryBiiBWsZZcyGw,2022-09,2.36789411,image_11310,7
image_11311,47.606453,-122.3272413,oxyoI2DxeR6yQfbCacJk0w,2021-07,0.21557162,image_11311,75
image_11312,47.6021768,-122.3393784,bHnTC-dw-lICB9_iagsXyg,2014-05,3.17724531,image_11312,-32768
image_11313,47.6115873,-122.3432754,fVcqMWJPK3XdV5w3M1fFxg,2021-12,-0.32489821,image_11313,54
image_11314,47.6004859,-122.3271762,QwHaZZL6HPQ_bRgHsRptZQ,2010-06,2.5414512,image_11314,23
image_11315,47.6231328,-122.338296,D3-WSlJ8fVyxr9aYLSRLSQ,2021-12,-0.7408497,image_11315,17
image_11316,47.6108202,-122.3182603,poUHLL04M2kD7aZ80djtYw,2022-08,1.79216478,image_11316,100
image_11317,47.6033925,-122.332129,wVppcsSEW_NyNZ8XXFekgg,2021-12,-0.49755004,image_11317,32
image_11318,47.6094768,-122.3202295,MsRPUlsojEsKBIKVm7wAKA,2022-08,3.98364837,image_11318,117
image_11319,47.5964813,-122.3269425,M8_OzCaWl9Nj03VJpfJAeg,2022-09,2.35328612,image_11319,11
image_11320,47.6092991,-122.329724,_8nPL03nSE83xOPdn6qZCw,2021-07,1.77604631,image_11320,72
image_11321,47.6178107,-122.3292229,KTt5hcyDDpwMQgJr4rjD6g,2021-08,2.79500489,image_11321,49
image_11322,47.6072859,-122.3369089,BHBrSU-A6F4ZH__TNHgGfw,2010-06,1.39312468,image_11322,42
image_11323,47.6195806,-122.3265043,78uqa57f9WwxQWtrd0ApqA,2021-07,1.21944252,image_11323,77
image_11324,47.6198878,-122.3369098,gWktcTCzLhhTpt0iF6YXhA,2021-08,-0.15828052,image_11324,30
image_11325,47.6024807,-122.3303675,CAoSLEFGMVFpcE01QzBMOWVIQzd0T1g0X2VCb1p0NjhyLW9JLUMwbUF3Rm5qYXBH,2015-11,2.75933803,image_11325,44
image_11326,47.6092326,-122.3210444,DAOLCF3z-XUiDL4khIGLyA,2021-11,1.03117918,image_11326,126
image_11327,47.6000843,-122.3275218,PnzN1y6V2MXl2uwmi1RhsQ,2021-07,0.57941055,image_11327,20
image_11328,47.6080261,-122.3316051,AXMDpSKO0yE3xJV2F_DxiQ,2021-12,1.52906971,image_11328,72
image_11329,47.6208068,-122.3477673,Ox8ld2kKaoVoFWfsAdnGcQ,2021-07,2.93507692,image_11329,49
image_11330,47.6162679,-122.3184299,0jr4M0wJvO-kzMzNrGaDzg,2021-04,3.13030476,image_11330,97
image_11331,47.6117235,-122.3243972,tBhcOr72JS3MtS9FNV1ERw,2021-07,1.82537093,image_11331,101
image_11332,47.6044292,-122.3238592,6N1E8KmVxblFi_nXXH2geA,2023-02,2.00911917,image_11332,107
image_11333,47.6242205,-122.3428173,agPSiJuwpg2GqTDq-dhS7w,2019-05,2.51178899,image_11333,18
image_11334,47.6181816,-122.3386042,9eHC_2VwP2hCrqj3uRWubQ,2022-08,1.8575161,image_11334,28
image_11335,47.6088449,-122.3400015,uOVFFN-Zp-ffVQd6e6UYHg,2014-05,2.35995884,image_11335,29
image_11336,47.6176515,-122.3500406,1hfUh0j67a9zOuEwre1JkA,2021-07,2.16420482,image_11336,37
image_11337,47.6010497,-122.3249466,XvC2IBAnlF2CvjBf-KDiVg,2019-05,3.97544436,image_11337,52
image_11338,47.6166241,-122.3205358,CAoSLEFGMVFpcE9aYjd4aHlZb01iVU5MaC1ncjhILWV5Qms3TkpxRllDZ1RzYS1W,2017-10,1.8944771,image_11338,98
image_11339,47.5982034,-122.331594,m-ujgwO4c8wn2-gqK-Oyrg,2021-12,2.12221642,image_11339,3
image_11340,47.6188082,-122.3578469,sn8No_X8T3YnmACxlzVVNA,2021-12,2.7968527,image_11340,10
image_11341,47.6141805,-122.3269749,sTzVF2gWD8gsZWiyWdfR_w,2021-12,1.46169677,image_11341,77
image_11342,47.6092332,-122.3180759,CHQa68mqopKpM2kmT3CfRg,2022-08,3.13764327,image_11342,101
image_11343,47.6175936,-122.3514494,iWwxfUzrqpAg1QnUge_rNQ,2021-07,2.20795666,image_11343,36
image_11344,47.6213397,-122.3318799,g8Z2aZlEstsgShQsgT00hA,2021-07,0.76284019,image_11344,36
image_11345,47.613583,-122.3288416,VVsElgqKm1MfS4qog_94zw,2021-12,1.82636558,image_11345,74
image_11346,47.6105124,-122.3340287,RMXvG8n0kAFYkqllAGkN4A,2022-12,1.85048938,image_11346,71
image_11347,47.608605,-122.3243256,xozLj7e8ynsiCm6aq5kUnw,2021-07,1.3229596,image_11347,114
image_11348,47.611218,-122.3262025,KuDQZtlwwMs6PEz69NlkDQ,2022-10,2.72566413,image_11348,103
image_11349,47.6027845,-122.3268734,2wjjwbGRGT789BN9CXrxQw,2021-08,1.74333117,image_11349,48
image_11350,47.6178252,-122.3340541,AE8n5B3Mkd2M1wuKPktxEg,2022-11,2.36289589,image_11350,41
image_11351,47.6176115,-122.3318627,hA_UrdDw7Kv-JUIN6nGUrA,2021-08,0.25373606,image_11351,43
image_11352,47.6209223,-122.3523936,6ep1hkEq2gR9vmkE_sCrNA,2022-09,2.08681426,image_11352,47
image_11353,47.5985427,-122.330297,KtT03FWzTFIsqMfxhifnDw,2021-07,1.42558003,image_11353,13
image_11354,47.6091996,-122.3264239,VLM-inK3ETW99KKzjCvCsA,2019-05,0.23347452,image_11354,100
image_11355,47.6192441,-122.3326054,moanr50j_XoVvDGSnQN3_g,2022-08,3.1224964,image_11355,38
image_11356,47.6052373,-122.3276507,mNb0aFRsUVMZ0S3qfIG-Ug,2019-06,3.41868037,image_11356,68
image_11357,47.6181081,-122.3428531,-Qzz0Zs-K2TILy5D8h9JcQ,2021-12,2.34064894,image_11357,36
image_11358,47.6198139,-122.3461623,BszkWDUcZFziM9BcO-Sumg,2021-12,2.87165379,image_11358,37
image_11359,47.6169535,-122.3269671,W2B-KZ3LtrWe9hxmOTUzUw,2023-05,2.11387325,image_11359,67
image_11360,47.6119106,-122.3213623,8DovvKsimu4wPV2dnvX9Ig,2021-07,2.96878517,image_11360,106
image_11361,47.6067407,-122.3261344,3iJOJLyGDgEClF2-8MpKnA,2021-07,2.81836102,image_11361,87
image_11362,47.6186586,-122.3229437,_aPZwdQUG0Po8VoXOXkvFQ,2022-11,0.9852416,image_11362,95
image_11363,47.6197867,-122.3586962,vs96qqZFVlWCudYJ1CBWIQ,2019-05,2.172772,image_11363,11
image_11364,47.5991737,-122.3262571,mp9YmgJ-BWtmtLOfDvHKpQ,2021-12,2.37839304,image_11364,21
image_11365,47.6033171,-122.3348128,WKWRuLiNtx20G1Cm1u1apQ,2021-12,1.88662525,image_11365,18
image_11366,47.6153359,-122.3278106,5lCDp7Ll_aPqAtMq4McByw,2019-06,0.8277233,image_11366,70
image_11367,47.622677,-122.3531636,CAoSLEFGMVFpcE9OSGhGaGxJTlJZTWxVcDlDMjQtYTM4STltSHZfdmc0ejRNZ08t,2023-03,3.20862336,image_11367,43
image_11368,47.6090146,-122.3265981,CAoSLEFGMVFpcE5jZUwxaVNuaVVUWHE3VWF4eGg3bGxiVU1hYk1DQkhqT2JMendf,2022-08,1.56820457,image_11368,104
image_11369,47.6000402,-122.3295838,N_iWia0Ua4aT2FzVatK37Q,2021-07,2.00052594,image_11369,12
image_11370,47.6222935,-122.3209261,VcOKCPqzNwzMEzjr9BL3Tw,2021-12,0.52773593,image_11370,106
image_11371,47.6075806,-122.3274601,PoquInPpR4Jn3oLjZxNnRg,2021-12,1.85671381,image_11371,86
image_11372,47.6141262,-122.3408244,x0ZukFQcwE00xqijd_2nWQ,2019-05,2.33226025,image_11372,53
image_11373,47.6148781,-122.349077,9mD0cIVkBe12MFieXoZv2A,2021-12,1.74006977,image_11373,30
image_11374,47.61792,-122.3464885,o11dO-9KfIEhdpfpFIW3og,2021-12,2.15041623,image_11374,44
image_11375,47.6208199,-122.3500228,CAoSLEFGMVFpcE96Rm9QWEUwbUxBeWF5T0liUkVwVXUyU0p1S3BfZEp6VHMxSUlx,2021-04,2.39774628,image_11375,46
image_11376,47.6230978,-122.3239887,A06u9d-BmC2JY9iEEDOlAQ,2021-12,1.69177754,image_11376,95
image_11377,47.607322,-122.3240344,CAoSLEFGMVFpcE1LelQ3MHY5MkJJMWk3bmUybjlQVzZ3V0JEZk9NdVJ3T2xoX1Rr,2016-04,2.5291124,image_11377,99
image_11378,47.6183831,-122.3330023,gjKjSB3WOgIcfzq-PfTmMA,2021-12,-0.35611755,image_11378,40
image_11379,47.620076,-122.3463116,vkialp1HUTNUMlqc5oYxaA,2021-07,1.32925176,image_11379,34
image_11380,47.6070074,-122.3262345,Cap3O1JOGMTEny4dmH49Gw,2021-11,1.09209082,image_11380,87
image_11381,47.6098237,-122.330334,35Qxxvbesrz_D22mPpxs_g,2021-12,2.88852204,image_11381,68
image_11382,47.5992797,-122.3301951,tFvu3vOSVfYaLGGNp8aryQ,2019-06,2.28151021,image_11382,13
image_11383,47.6199056,-122.3496785,y3gCodGCLam0bR6IAq1Dww,2022-09,3.15481108,image_11383,44
image_11384,47.6211546,-122.3525704,CAoSLEFGMVFpcE5EYlloWFpwYlVBdzhLOERvODIwdGZpZFpRNE0weHJndEhNSTd6,2018-05,4.0968548,image_11384,40
image_11385,47.6212504,-122.353934,CAoSK0FGMVFpcE90ck1WV3RYLWZrRkhpLWhJUldfWnRqVWplX3E4N3doUTVNamc.,2023-10,1.91073775,image_11385,35
image_11386,47.6185741,-122.3306442,54y8LBeaK2jczjDb25BbcQ,2021-07,1.839568,image_11386,44
image_11387,47.6196209,-122.3238174,Hz81AbLGbTXRjdU-det-lg,2022-11,2.05496704,image_11387,90
image_11388,47.6111079,-122.3342853,CAoSLEFGMVFpcE5lRWtzZlhBWWVqemtMOXpfaFFBTnoyemVCUE8zSGZqTmVxeHZu,2021-08,1.18805891,image_11388,58
image_11389,47.6198698,-122.3581823,pL9F1FZ4KylywtcHOSaHzg,2019-05,1.44424011,image_11389,11
image_11390,47.6132101,-122.3444848,d7ARVLZ5IaivEydoJNJXzw,2021-12,1.71266214,image_11390,41
image_11391,47.6045298,-122.3368464,W9axFtymy_9LKRO9-ZI5Vg,2021-07,1.0018043,image_11391,27
image_11392,47.6151656,-122.3206412,eFjzDVl4K5S2TgfVadwBng,2022-10,1.83835923,image_11392,95
image_11393,47.5992035,-122.32916,0TTeg5nAhT1omnPpjuTwEw,2023-02,1.5335051,image_11393,10
image_11394,47.6165089,-122.3283756,-Tj03g_bP4uiFQ-dEzdNhA,2021-12,1.60064235,image_11394,59
image_11395,47.6196201,-122.3235911,kug5M9czytFyHahQdhDgew,2021-07,2.43653732,image_11395,90
image_11396,47.6120473,-122.329037,lhYLCtv-Dl2T4ViDGWjHCQ,2021-12,0.4573472,image_11396,81
image_11397,47.6116208,-122.3418055,dtEVMhJuMxpFyJmIx9DEsg,2021-07,1.90700558,image_11397,51
image_11398,47.5983809,-122.328279,4FdqJ58IgtsysWJoDmgYiw,2022-09,2.31685013,image_11398,14
image_11399,47.6146313,-122.344891,8-l3RbV8WWYn4tGImiPEZQ,2021-12,1.23944598,image_11399,43
image_11400,47.6116895,-122.3213002,9G4x6zD2dsAx4OcJxFjozQ,2021-07,1.68795361,image_11400,106
image_11401,47.5991927,-122.3189041,U4-TC4oxWDMcgRnAz6xvtg,2023-02,2.09990032,image_11401,48
image_11402,47.6084839,-122.3318149,EIO4ztnWTnZkd6gZ2tWEZw,2021-04,1.78311719,image_11402,73
image_11403,47.6219695,-122.3386254,Ebae3VBgBWeMMeWUQWPWSg,2021-07,1.50759429,image_11403,18
image_11404,47.6129249,-122.3380828,Qqfw837NqaKYfJpjNpkRGA,2021-12,0.57105064,image_11404,49
image_11405,47.601801,-122.330337,gMlYSLIVEwAEebuIYKyRgw,2023-02,2.95141996,image_11405,44
image_11406,47.6224539,-122.348582,Rx4uk7aFWVuxd5BUJB-RtA,2021-12,2.34594565,image_11406,39
image_11407,47.6116822,-122.3198211,ndtF4hpOClawCMFBmmH5Cw,2021-07,2.18166647,image_11407,96
image_11408,47.6185676,-122.3450098,JjRi2rtCLBtj_q90kLI7PA,2021-12,2.82053072,image_11408,39
image_11409,47.6120513,-122.3302052,MulgeAiAMqmdt2Iv3b9how,2021-04,0.42197645,image_11409,77
image_11410,47.614175,-122.3535764,L6KmHY6t56rxeUuEvN5ZCA,2021-12,0.17327566,image_11410,7
image_11411,47.6194464,-122.3293258,u_RfIaPqH4jq71T1hYbrpA,2021-11,3.2192828,image_11411,46
image_11412,47.6196065,-122.3343187,da9xJfcORvzjMOEzgIJL4Q,2021-11,1.55387262,image_11412,42
image_11413,47.6209739,-122.3370926,Ky5Ynw4YdG8bth2teNWACg,2021-07,0.24457261,image_11413,20
image_11414,47.6062966,-122.3206223,CC3r5lG7xcf0zJJrv8YICQ,2021-07,0.12823066,image_11414,106
image_11415,47.6209645,-122.3518859,Yu541zIVz21HHlskkZxR4w,2022-09,2.01547791,image_11415,47
image_11416,47.606817,-122.3337672,CAoSLEFGMVFpcE5fNEpkR2lvcE94OVVkWUtKOFdGTUx4eVVTeWhqblFnRXU0NXda,2017-10,2.45901864,image_11416,68
image_11417,47.6016873,-122.3196759,vULj4mG_v6VwJBmz1Nqo4w,2021-07,1.73029792,image_11417,80
image_11418,47.598497,-122.3306285,C9h3-vkrMK_7-8WT47J35A,2022-09,1.60517701,image_11418,13
image_11419,47.6052247,-122.3393848,naf9a3a8mUnSmblIwpEkmQ,2011-09,3.22804152,image_11419,-32768
image_11420,47.6025795,-122.3193347,bsUK9oM03BVwBNoYGJRlmA,2021-07,2.50914038,image_11420,92
image_11421,47.6152725,-122.3495209,dcpLk3-sqpMgxk5J0eN8Kg,2021-07,1.44854374,image_11421,31
image_11422,47.6163523,-122.351568,xHnV69AikhAFNAmhj2U7cA,2017-07,2.14608715,image_11422,27
image_11423,47.6065921,-122.3390004,CAoSLEFGMVFpcE41Q2RPUmdrWTZyRWs4MTNFcnpQYkNxRGdfclVFOTVhaHN6bUI3,2016-07,1.64504881,image_11423,21
image_11424,47.6186594,-122.352998,GccNjLW7hIiNAK9FPNmxOg,2021-08,1.79206787,image_11424,30
image_11425,47.6011124,-122.3197815,e8HnC9OxfB7bcVxA3hMHdg,2019-05,1.65063884,image_11425,72
image_11426,47.6170779,-122.3559251,CAoSLEFGMVFpcE1RN1UzSXpRWE44dWg0V2J6a2pKWGt6RXBaeWl5ODFtaGllWVRN,2013-06,2.33158142,image_11426,3
image_11427,47.6208203,-122.3430089,KX8-59t6Xqak9XkOv47ycQ,2019-05,-0.07892458,image_11427,33
image_11428,47.6160315,-122.355666,CAoSLEFGMVFpcE1KX1hyUzQ5bUxOZTZwQm1ORXcyUUFrWTZ3a1ZOZ1lUaWhMbGpn,2016-09,3.63269614,image_11428,2
image_11429,47.6055246,-122.342015,CAoSLEFGMVFpcFBWVUh6THRzZ1lPaEJ0SWtmM3hia2Yxak5ZYTQyQmNQN2Vqb3Ew,2016-12,3.11177356,image_11429,-32768
image_11430,47.6219277,-122.3209219,HjSH7Koq_qHTaQGKBCwEfA,2018-05,2.08314245,image_11430,106
image_11431,47.6115203,-122.3301125,84MCrXDudhiE8eJhAC9imA,2021-12,1.1783812,image_11431,76
image_11432,47.6042921,-122.3181148,wPdFZiDe8aqU8cJONgnQ-Q,2019-05,1.86406735,image_11432,87
image_11433,47.604195,-122.3328856,ko4jH-LRHpQtwkFyzc-3Mw,2021-12,1.76470696,image_11433,36
image_11434,47.6117629,-122.3395632,AnsQJ0zp9zxDPrpb2dpB2w,2021-12,0.23366554,image_11434,55
image_11435,47.6040387,-122.3236784,CAoSLEFGMVFpcE1tY2p3VnFDUUFyR1FTQUFVdS1hSnUyR19OeDkzRk1xSHV4ZGx2,2018-01,1.52875451,image_11435,103
image_11436,47.6054895,-122.333632,CAoSLEFGMVFpcE1QX3F0dnVBdnpULWZRZXVFWFpzM1c4c0tkQVpqZTZMX2RTNTIz,2018-10,2.58494855,image_11436,42
image_11437,47.6153433,-122.3209935,xzmlpKM26Mfoqnlo-rvgcg,2022-08,2.64999617,image_11437,95
image_11438,47.6159706,-122.3238281,Kgdjac5PRqwYdrKbkNyW2g,2021-07,1.20964841,image_11438,87
image_11439,47.6141822,-122.3206605,K13IRgA06C2iF3Naokg4qw,2022-11,-1.14893499,image_11439,91
image_11440,47.6049876,-122.3240293,idfMbhrdog3rcGBEi8L6fA,2021-12,2.28632551,image_11440,107
image_11441,47.5984406,-122.3264642,vOXNGRnc339Mt7JE86bJSQ,2021-12,1.25884796,image_11441,18
image_11442,47.6109918,-122.3280726,fJHqO54-pz306_rACKAwSA,2021-12,2.3350949,image_11442,90
image_11443,47.597577,-122.3235912,lnDeYg2xa5BqgVL5mpUS3Q,2021-07,0.90320083,image_11443,25
image_11444,47.6186859,-122.3552089,Pjv17cNNb55u8scarrsPKQ,2010-06,1.73363241,image_11444,20
image_11445,47.6225521,-122.3410714,a-qVOB89l3y-epAarkuqMQ,2021-07,0.24396709,image_11445,22
image_11446,47.6149219,-122.3376149,OQs-By6OliZ4dKp7-RttRw,2021-12,2.50859095,image_11446,53
image_11447,47.6110426,-122.3213345,s0njS0V0-2UdN8VBY3ir4Q,2022-08,-0.71954835,image_11447,108
image_11448,47.6184254,-122.3280035,AqgLaKCAb9SxwnyNvT28wA,2022-11,1.51094788,image_11448,55
image_11449,47.6221423,-122.342162,Qq9tSfKtI2tC_hDPu0jsJA,2021-12,1.59440185,image_11449,26
image_11450,47.621402,-122.3473758,ZuUxdhe_H4vxlh0S5l0Zqg,2021-12,1.87594788,image_11450,40
image_11451,47.6220181,-122.3474659,nUBM7Ev6c91Bsvt5Ti9XXw,2021-07,1.40269798,image_11451,38
image_11452,47.6173153,-122.3512343,jo1yf49KZ2C9303AIKpJwQ,2021-07,1.84005644,image_11452,39
image_11453,47.6025447,-122.3225487,HcZtQXhXX9RNUTHNba1tUg,2023-02,1.80344559,image_11453,84
image_11454,47.6231311,-122.3297865,h4eKXqFrp4hV27GmNN6WVw,2021-07,1.48515938,image_11454,36
image_11455,47.6077696,-122.3193199,klRxba6kXcRzat7dIWtPhQ,2021-07,2.10808806,image_11455,115
image_11456,47.6221457,-122.3433781,Yzkjr-4vByxtVLjPfnvceg,2021-12,1.69682016,image_11456,28
image_11457,47.6151505,-122.3513168,PmRFh2kKle9JEo_BLV2wzA,2021-07,1.82045016,image_11457,20
image_11458,47.602657,-122.3193249,bsUK9oM03BVwBNoYGJRlmA,2021-07,2.76993919,image_11458,92
image_11459,47.6100601,-122.3283764,dv79gC4-EiGVlHtBgYw0gw,2022-10,2.03806661,image_11459,93
image_11460,47.6196608,-122.3181391,wf5KhmZzeZ3UlUTNlhlN1g,2021-07,1.32573239,image_11460,103
image_11461,47.5976729,-122.3304539,CAoSLEFGMVFpcE5UeWc0c0RwakhKelVXVnVGLXpvME9xZ3ZTMmd1MUcwcUFPNWR1,2019-01,1.94009323,image_11461,3
image_11462,47.616805,-122.3277593,GkqtD0s4W7BuaDXNHeSY7Q,2023-05,2.07670348,image_11462,63
image_11463,47.6208207,-122.3331261,pndcqHBPqbIk3p6_AYo2TA,2021-07,1.42835034,image_11463,38
image_11464,47.6210121,-122.3552893,bqLs-HjVY-pTxyCYVaX77w,2021-12,2.13225523,image_11464,34
image_11465,47.6217997,-122.3319778,_prhxN7JjYyy2a9-xnk6JQ,2021-07,2.03532737,image_11465,34
image_11466,47.609592,-122.341496,CAoSLEFGMVFpcE9wMW9HX3ZENTFDTTNDcGh3QUF1RHYwS2F5R0U2cVE0MFBzY1pr,2017-02,0.56243015,image_11466,33
image_11467,47.6172516,-122.3573,CAoSLEFGMVFpcE1iRGVPUjU0UTJiTi1rYkVWWlBiRGVDM2VvQ1MwdUVfbjQxLTlt,2018-07,3.37863763,image_11467,0
image_11468,47.6105774,-122.3408352,ILXuHUhpT1iFHpeZiGp87Q,2021-12,1.55578952,image_11468,43
image_11469,47.6016407,-122.3317781,Ort8n4dcu7rpOloYpAocvw,2023-02,2.38951138,image_11469,13
image_11470,47.6024533,-122.3200967,zg4mzHRfQTK_hly-2jNV9g,2021-07,2.97138537,image_11470,77
