ImageID,Latitude,Longitude,OpenAI Score,Walkability Rating
image_12007,47.6184214,-122.335067,5,Moderately walkable
image_12009,47.6009638,-122.3335992,5,Moderately walkable
image_12011,47.6222732,-122.3514252,9,Extremely walkable
image_12012,47.6061927,-122.3254702,5,Moderately walkable
image_12013,47.6088776,-122.3254764,1,Not at all walkable
image_12015,47.6231481,-122.3240892,4,Slightly walkable
image_12016,47.6193963,-122.3526349,2,Not at all walkable
image_12018,47.6162148,-122.3334936,8,Very walkable
image_12019,47.6128334,-122.3337051,5,Moderately walkable
image_12020,47.6183458,-122.3298414,2,Not at all walkable
image_12022,47.6091245,-122.3208887,7,Very walkable
image_12023,47.6075202,-122.3414399,1,Not at all walkable
image_12026,47.6065827,-122.3389916,3,Slightly walkable
image_12028,47.6196329,-122.3386664,7,Very walkable
image_12030,47.6053446,-122.3297812,3,Slightly walkable
image_12031,47.6198376,-122.348987,8,Very walkable
image_12032,47.6141108,-122.3455653,8,Very walkable
image_12033,47.6242235,-122.3231086,8,Very walkable
image_12034,47.612483,-122.3248459,6,Moderately walkable
image_12037,47.6119728,-122.325955,5,Moderately walkable
image_12038,47.623802,-122.3231454,4,Moderately walkable
image_12039,47.6091817,-122.3233528,2,Not at all walkable
image_12040,47.6198535,-122.3195433,8,Very walkable
image_12041,47.6069093,-122.3262568,5,Moderately walkable
image_12043,47.6037974,-122.3258142,2,Not at all walkable
image_12045,47.6093938,-122.3299598,5,Moderately walkable
image_12046,47.6203493,-122.3499047,10,Extremely walkable
image_12048,47.6090779,-122.3257566,2,Not at all walkable
image_12049,47.6129172,-122.32673,5,Moderately walkable
image_12051,47.6141129,-122.3457025,8,Very walkable
image_12052,47.6160228,-122.3543005,4,Slightly walkable
image_12053,47.6070603,-122.3209115,7,Very walkable
image_12054,47.6032909,-122.3344166,1,Not at all walkable
image_12056,47.5991175,-122.329204,4,Moderately walkable
image_12058,47.6187114,-122.3327818,8,Very walkable
image_12059,47.6118371,-122.3446947,1,Not at all walkable
image_12060,47.6199207,-122.3196658,6,Moderately walkable
image_12061,47.6225536,-122.3411883,5,Moderately walkable
image_12063,47.6021341,-122.3342318,5,Moderately walkable
image_12064,47.614083,-122.3434743,8,Very walkable
image_12065,47.6157286,-122.3184006,8,Very walkable
image_12066,47.6043616,-122.3181152,5,Moderately walkable
image_12067,47.5967522,-122.3288805,5,Moderately walkable
image_12069,47.6198088,-122.3234757,5,Moderately walkable
image_12070,47.5974325,-122.3225947,5,Moderately walkable
image_12071,47.6039631,-122.3354529,4,Moderately walkable
image_12072,47.6224924,-122.3341694,8,Very walkable
image_12074,47.6229075,-122.3299009,1,Not at all walkable
image_12076,47.6089969,-122.3211314,2,Slightly walkable
image_12077,47.6193074,-122.3303273,3,Slightly walkable
image_12079,47.6149447,-122.3551859,8,Very walkable
image_12081,47.6229834,-122.356242,1,Not at all walkable
image_12082,47.616167,-122.331611,8,Very walkable
image_12083,47.6137904,-122.3284321,5,Moderately walkable
image_12084,47.6199894,-122.3207314,8,Very walkable
image_12085,47.6045055,-122.3236689,5,Moderately walkable
image_12086,47.6028465,-122.3188321,2,Not at all walkable
image_12087,47.618025,-122.3198374,9,Extremely walkable
image_12088,47.6159424,-122.3430947,8,Very walkable
image_12089,47.6198203,-122.3210338,8,Very walkable
image_12091,47.6220436,-122.333,7,Very walkable
image_12092,47.6188172,-122.3202831,5,Moderately walkable
image_12093,47.6091683,-122.332517,4,Slightly walkable
image_12098,47.6231821,-122.355427,5,Moderately walkable
image_12100,47.6185682,-122.3582801,3,Slightly walkable
image_12101,47.6062899,-122.319419,2,Not at all walkable
image_12102,47.6016675,-122.3343134,7,Very walkable
image_12103,47.6189101,-122.3453204,6,Moderately walkable
image_12104,47.6168962,-122.332609,5,Moderately walkable
image_12105,47.61817,-122.350881,5,Moderately walkable
image_12106,47.6220278,-122.3555551,6,Moderately walkable
image_12107,47.6000462,-122.33158,6,Moderately walkable
image_12108,47.6087645,-122.3262277,5,Moderately walkable
image_12109,47.6023229,-122.3226032,2,Not at all walkable
image_12112,47.5983715,-122.3329589,8,Very walkable
image_12113,47.6116172,-122.3243001,8,Very walkable
image_12114,47.5983117,-122.3252011,8,Very walkable
image_12115,47.6192912,-122.3452053,6,Moderately walkable
image_12116,47.6183726,-122.3299283,3,Slightly walkable
image_12117,47.601822,-122.3353489,4,Moderately walkable
image_12118,47.6160567,-122.3454627,8,Very walkable
image_12120,47.6231591,-122.3555372,7,Very walkable
image_12121,47.6174453,-122.3266696,5,Moderately walkable
image_12122,47.6054444,-122.336804,8,Very walkable
image_12123,47.611823,-122.3239381,8,Very walkable
image_12124,47.6042544,-122.335849,4,Moderately walkable
image_12125,47.6168726,-122.3235423,3,Slightly walkable
image_12126,47.6231353,-122.3411627,7,Very walkable
image_12127,47.601843,-122.3353837,6,Moderately walkable
image_12129,47.6055735,-122.3386636,7,Very walkable
image_12130,47.6141821,-122.319466,7,Very walkable
image_12131,47.6016946,-122.320597,8,Very walkable
image_12132,47.599807,-122.3195431,2,Not at all walkable
image_12133,47.5966787,-122.32758,8,Very walkable
image_12134,47.6209472,-122.3464496,5,Moderately walkable
image_12135,47.6242127,-122.317753,4,Moderately walkable
image_12136,47.617628,-122.3233663,4,Moderately walkable
image_12137,47.618471,-122.3188432,8,Very walkable
image_12140,47.620965,-122.339777,7,Very walkable
image_12143,47.6191009,-122.3249706,6,Moderately walkable
image_12145,47.6230626,-122.3344754,8,Very walkable
image_12146,47.6105276,-122.3291835,4,Slightly walkable
image_12147,47.6168811,-122.3195002,9,Extremely walkable
image_12148,47.6160968,-122.3233509,2,Not at all walkable
image_12150,47.6207241,-122.3477759,8,Very walkable
image_12151,47.6022461,-122.3295905,4,Moderately walkable
image_12153,47.6164739,-122.3200534,5,Moderately walkable
image_12154,47.6165512,-122.3399611,8,Very walkable
image_12155,47.6008425,-122.319835,8,Very walkable
image_12156,47.6096281,-122.3423685,8,Very walkable
image_12157,47.6221685,-122.355583,5,Moderately walkable
image_12158,47.6118715,-122.3260062,5,Moderately walkable
image_12159,47.6111932,-122.3446456,3,Slightly walkable
image_12160,47.6100604,-122.3212814,7,Very walkable
image_12161,47.6151971,-122.3545555,5,Moderately walkable
image_12162,47.5993426,-122.3358924,4,Slightly walkable
image_12163,47.6088196,-122.3198374,2,Not at all walkable
image_12164,47.6141444,-122.3338498,7,Very walkable
image_12165,47.6134627,-122.3327715,2,Not at all walkable
image_12166,47.6061099,-122.3373658,5,Moderately walkable
image_12167,47.613258,-122.3465311,8,Very walkable
image_12168,47.6154383,-122.3380845,8,Very walkable
image_12169,47.6184814,-122.3432079,2,Not at all walkable
image_12170,47.6177437,-122.353935,6,Moderately walkable
image_12172,47.6136162,-122.3372097,8,Very walkable
image_12173,47.6108236,-122.3452857,1,Not at all walkable
image_12174,47.5992272,-122.3225676,5,Moderately walkable
image_12175,47.6090938,-122.3324647,8,Very walkable
image_12176,47.6106158,-122.3292754,1,Not at all walkable
image_12177,47.6231309,-122.3207783,8,Very walkable
image_12178,47.6157577,-122.33663,8,Very walkable
image_12180,47.6115553,-122.3224413,6,Moderately walkable
image_12181,47.6205565,-122.3497072,8,Very walkable
image_12185,47.6087788,-122.3338421,8,Very walkable
image_12186,47.615543,-122.3305694,5,Moderately walkable
image_12187,47.6238869,-122.3291478,2,Not at all walkable
image_12188,47.6071795,-122.3371754,3,Slightly walkable
image_12189,47.615427,-122.327894,3,Slightly walkable
image_12190,47.6102723,-122.346099,4,Slightly walkable
image_12191,47.6146872,-122.3377973,7,Very walkable
image_12192,47.6110367,-122.3387562,8,Very walkable
image_12193,47.6242346,-122.3252419,5,Moderately walkable
image_12195,47.6133606,-122.3176943,1,Not at all walkable
image_12196,47.622924,-122.3485471,2,Not at all walkable
image_12197,47.6212968,-122.352944,9,Extremely walkable
image_12198,47.6047724,-122.3241973,5,Moderately walkable
image_12199,47.6242185,-122.3272981,2,Not at all walkable
image_12201,47.6104759,-122.3246853,7,Very walkable
image_12202,47.6208673,-122.3373316,8,Very walkable
image_12203,47.5983076,-122.333048,8,Very walkable
image_12204,47.6127904,-122.3373403,10,Extremely walkable
image_12205,47.6185127,-122.3528496,7,Very walkable
image_12209,47.613175,-122.3420486,8,Very walkable
image_12211,47.59644,-122.3267802,4,Slightly walkable
image_12212,47.6020869,-122.3307985,8,Very walkable
image_12214,47.6115741,-122.3334667,8,Very walkable
image_12215,47.6043865,-122.320451,5,Moderately walkable
image_12217,47.6140926,-122.3479466,6,Moderately walkable
image_12218,47.6108806,-122.348681,9,Extremely walkable
image_12220,47.6210332,-122.3220705,5,Moderately walkable
image_12221,47.6210163,-122.3546662,8,Very walkable
image_12222,47.6129227,-122.3235316,8,Very walkable
image_12223,47.5982808,-122.3244227,3,Slightly walkable
image_12224,47.6201036,-122.3488164,5,Moderately walkable
image_12225,47.6026262,-122.336811,2,Not at all walkable
image_12226,47.6113266,-122.3360612,8,Very walkable
image_12227,47.6151233,-122.3254623,6,Moderately walkable
image_12228,47.6061056,-122.3281857,5,Moderately walkable
image_12229,47.6094271,-122.342395,8,Very walkable
image_12230,47.6220592,-122.3305526,8,Very walkable
image_12232,47.6121567,-122.3369336,7,Very walkable
image_12233,47.6069936,-122.3322274,8,Very walkable
image_12234,47.6198038,-122.3248443,3,Slightly walkable
image_12235,47.5965112,-122.3250518,5,Moderately walkable
image_12239,47.5991728,-122.322439,5,Moderately walkable
image_12240,47.6152734,-122.3379967,2,Not at all walkable
image_12241,47.6232797,-122.3581335,6,Moderately walkable
image_12242,47.6063313,-122.334489,1,Not at all walkable
image_12243,47.6196094,-122.3399739,8,Very walkable
image_12245,47.6148495,-122.3285934,3,Slightly walkable
image_12246,47.6008132,-122.320532,8,Very walkable
image_12247,47.6021255,-122.3308333,8,Very walkable
image_12248,47.6106415,-122.3357085,8,Very walkable
image_12249,47.6176394,-122.3316665,8,Very walkable
image_12250,47.6076111,-122.3296265,2,Not at all walkable
image_12254,47.6016326,-122.3238063,2,Not at all walkable
image_12255,47.6174542,-122.3266778,4,Moderately walkable
image_12256,47.6230732,-122.3189683,8,Very walkable
image_12258,47.6187143,-122.3474979,5,Moderately walkable
image_12259,47.5992502,-122.3337225,6,Moderately walkable
image_12260,47.6053615,-122.3368529,5,Moderately walkable
image_12261,47.6219569,-122.323023,4,Moderately walkable
image_12262,47.6008871,-122.3322404,5,Moderately walkable
image_12263,47.5991444,-122.3235519,4,Slightly walkable
image_12264,47.6074981,-122.3235982,1,Not at all walkable
image_12266,47.5976379,-122.3262724,7,Very walkable
image_12267,47.612124,-122.3198213,5,Moderately walkable
image_12268,47.6093695,-122.3298023,8,Very walkable
image_12269,47.6165675,-122.3330373,3,Slightly walkable
image_12270,47.606734,-122.3335175,8,Very walkable
image_12271,47.6140161,-122.3267349,8,Very walkable
image_12272,47.6188896,-122.326655,2,Not at all walkable
image_12273,47.622142,-122.3430216,2,Not at all walkable
image_12274,47.5964408,-122.3268989,5,Moderately walkable
image_12275,47.596678,-122.3263844,6,Moderately walkable
image_12278,47.6087603,-122.3291196,4,Slightly walkable
image_12279,47.5985843,-122.3257769,9,Extremely walkable
image_12281,47.6200236,-122.3409798,2,Not at all walkable
image_12282,47.6212132,-122.3521491,10,Extremely walkable
image_12283,47.6230514,-122.3225132,2,Not at all walkable
image_12284,47.6040974,-122.3221354,2,Not at all walkable
image_12285,47.618078,-122.3423841,2,Not at all walkable
image_12286,47.6034145,-122.3342796,2,Not at all walkable
image_12287,47.6172582,-122.3413576,9,Extremely walkable
image_12289,47.6197801,-122.3358125,2,Not at all walkable
image_12291,47.6163215,-122.3314218,8,Very walkable
image_12293,47.6080328,-122.3221788,4,Slightly walkable
image_12294,47.619698,-122.3464624,7,Very walkable
image_12296,47.6056266,-122.3342395,8,Very walkable
image_12297,47.6047501,-122.3217662,3,Slightly walkable
image_12299,47.607246,-122.3197385,1,Not at all walkable
image_12301,47.6094259,-122.3299534,6,Moderately walkable
image_12302,47.6136317,-122.3368735,6,Moderately walkable
image_12304,47.6016563,-122.3356728,2,Not at all walkable
image_12305,47.6190861,-122.3202862,10,Extremely walkable
image_12306,47.6034142,-122.3202107,2,Not at all walkable
image_12307,47.6020263,-122.3264489,1,Not at all walkable
image_12308,47.6091195,-122.3235519,7,Very walkable
image_12309,47.6181143,-122.3192394,9,Extremely walkable
image_12310,47.6047077,-122.3351471,9,Extremely walkable
image_12311,47.6018906,-122.333737,7,Very walkable
image_12313,47.6163409,-122.3513761,7,Very walkable
image_12314,47.6220465,-122.3579905,8,Very walkable
image_12315,47.6155464,-122.3442508,2,Not at all walkable
image_12316,47.6033281,-122.3274312,2,Not at all walkable
image_12317,47.6085373,-122.3270672,3,Slightly walkable
image_12318,47.6196593,-122.335981,4,Slightly walkable
image_12319,47.59759,-122.3223391,8,Very walkable
image_12320,47.6153349,-122.3377205,7,Very walkable
image_12321,47.6000617,-122.3328788,10,Extremely walkable
image_12322,47.6178818,-122.3361005,2,Not at all walkable
image_12323,47.6007852,-122.3290092,5,Moderately walkable
image_12324,47.600952,-122.3211832,7,Very walkable
image_12326,47.5996917,-122.3251984,2,Not at all walkable
image_12327,47.6112821,-122.320772,5,Moderately walkable
image_12329,47.6133825,-122.344318,8,Very walkable
image_12330,47.6184066,-122.3258448,5,Moderately walkable
image_12331,47.6090119,-122.323393,6,Moderately walkable
image_12332,47.6116617,-122.3467429,2,Not at all walkable
image_12333,47.6152627,-122.3196067,5,Moderately walkable
image_12334,47.6116547,-122.3194285,5,Moderately walkable
image_12335,47.6066682,-122.3388185,5,Moderately walkable
image_12336,47.5983816,-122.3278101,7,Very walkable
image_12337,47.6141957,-122.3233667,9,Extremely walkable
image_12338,47.6225998,-122.3517595,8,Very walkable
image_12339,47.6202197,-122.3437735,4,Slightly walkable
image_12340,47.6096686,-122.342655,3,Slightly walkable
image_12341,47.5999851,-122.334245,8,Very walkable
image_12342,47.6169981,-122.3179654,2,Not at all walkable
image_12343,47.6127084,-122.3208138,8,Very walkable
image_12345,47.5993059,-122.329166,6,Moderately walkable
image_12346,47.6016397,-122.3327573,9,Extremely walkable
image_12347,47.6184098,-122.3448396,1,Not at all walkable
image_12348,47.6198555,-122.3183125,4,Slightly walkable
image_12349,47.6230806,-122.3223173,3,Slightly walkable
image_12350,47.6051578,-122.3395237,3,Slightly walkable
image_12351,47.6048283,-122.3259769,1,Not at all walkable
image_12352,47.622682,-122.3539486,1,Not at all walkable
image_12354,47.6038327,-122.3323872,8,Very walkable
image_12356,47.6060663,-122.3391701,3,Slightly walkable
image_12357,47.6098412,-122.3188345,8,Very walkable
image_12358,47.6064931,-122.322528,8,Very walkable
image_12359,47.6162839,-122.3235319,3,Slightly walkable
image_12360,47.6178413,-122.3509458,2,Not at all walkable
image_12361,47.5966736,-122.3249329,5,Moderately walkable
image_12363,47.6088851,-122.3305946,1,Not at all walkable
image_12364,47.6186583,-122.3490311,5,Moderately walkable
image_12365,47.618946,-122.355942,1,Not at all walkable
image_12367,47.6128632,-122.321868,2,Not at all walkable
image_12368,47.6088177,-122.3332675,7,Very walkable
image_12372,47.6184711,-122.3341494,8,Very walkable
image_12373,47.6166053,-122.3185098,9,Extremely walkable
image_12374,47.6118075,-122.3242019,4,Moderately walkable
image_12375,47.6028995,-122.3286465,5,Moderately walkable
image_12376,47.6073996,-122.3342674,8,Very walkable
image_12380,47.6098414,-122.3442204,2,Not at all walkable
image_12382,47.6033126,-122.3228394,2,Not at all walkable
image_12383,47.6101904,-122.3414682,4,Slightly walkable
image_12384,47.6082683,-122.3302924,4,Moderately walkable
image_12385,47.607153,-122.3324785,5,Moderately walkable
image_12386,47.6175908,-122.3518748,8,Very walkable
image_12388,47.6022801,-122.3182507,3,Slightly walkable
image_12389,47.6017329,-122.333446,3,Slightly walkable
image_12390,47.6068834,-122.3336564,6,Moderately walkable
image_12391,47.6137624,-122.3391383,7,Very walkable
image_12392,47.621986,-122.3199877,5,Moderately walkable
image_12393,47.6022199,-122.3326248,8,Very walkable
image_12394,47.617052,-122.3388108,8,Very walkable
image_12396,47.6125671,-122.3391878,5,Moderately walkable
image_12397,47.6072845,-122.3412756,1,Not at all walkable
image_12398,47.5966656,-122.3223396,3,Slightly walkable
image_12399,47.5984519,-122.3197708,5,Moderately walkable
image_12400,47.6128567,-122.338673,3,Slightly walkable
image_12401,47.6193603,-122.3435802,5,Moderately walkable
image_12402,47.6174699,-122.34772,6,Very walkable
image_12404,47.6015396,-122.3223127,9,Extremely walkable
image_12405,47.6210212,-122.3322319,8,Very walkable
image_12406,47.6026225,-122.319479,7,Very walkable
image_12408,47.6127406,-122.3512985,8,Very walkable
image_12409,47.6169222,-122.3193633,10,Extremely walkable
image_12410,47.5982813,-122.3251848,7,Very walkable
image_12411,47.6209858,-122.3422092,7,Very walkable
image_12412,47.5973806,-122.3282358,5,Moderately walkable
image_12413,47.5975125,-122.3224505,5,Moderately walkable
image_12414,47.6199216,-122.3497081,10,Extremely walkable
image_12415,47.6152654,-122.344013,8,Very walkable
image_12416,47.6165033,-122.348087,8,Very walkable
image_12417,47.6208984,-122.3553398,7,Very walkable
image_12420,47.6219825,-122.3520156,8,Very walkable
image_12421,47.6233671,-122.3553386,7,Very walkable
image_12422,47.6185177,-122.3310678,5,Moderately walkable
image_12425,47.6170092,-122.3557588,4,Slightly walkable
image_12426,47.5992532,-122.3265379,6,Moderately walkable
image_12428,47.6001178,-122.3288467,6,Moderately walkable
image_12429,47.5994729,-122.3296979,5,Moderately walkable
image_12430,47.6141047,-122.324367,8,Very walkable
image_12431,47.6231193,-122.3371988,9,Extremely walkable
image_12432,47.6131459,-122.3363027,6,Moderately walkable
image_12433,47.6232023,-122.354112,4,Slightly walkable
image_12434,47.6072341,-122.3207746,8,Very walkable
image_12435,47.6163026,-122.3256459,5,Moderately walkable
image_12436,47.6051924,-122.3403908,10,Extremely walkable
image_12437,47.6086238,-122.3406682,10,Extremely walkable
image_12438,47.6198706,-122.3230793,3,Slightly walkable
image_12439,47.6144709,-122.3542317,2,Not at all walkable
image_12442,47.6009672,-122.3218888,2,Not at all walkable
image_12443,47.6185775,-122.3478798,6,Moderately walkable
image_12444,47.6052317,-122.3374765,1,Not at all walkable
image_12447,47.6044362,-122.3181149,7,Very walkable
image_12448,47.6081902,-122.3380942,8,Very walkable
image_12450,47.5992287,-122.3275488,8,Very walkable
image_12451,47.6219156,-122.3303842,7,Very walkable
image_12452,47.6009518,-122.3341298,8,Very walkable
image_12453,47.6029673,-122.3361715,1,Not at all walkable
image_12455,47.6033168,-122.3303517,3,Slightly walkable
image_12456,47.6157792,-122.3386557,9,Extremely walkable
image_12457,47.6046655,-122.3258271,3,Slightly walkable
image_12460,47.6219961,-122.3451926,2,Not at all walkable
image_12461,47.6087621,-122.3441249,1,Not at all walkable
image_12462,47.6120604,-122.3231305,8,Very walkable
image_12463,47.6008148,-122.3335401,8,Very walkable
image_12464,47.6221294,-122.3478897,5,Moderately walkable
image_12465,47.6094516,-122.3236957,2,Not at all walkable
image_12466,47.6166969,-122.3504463,2,Not at all walkable
image_12467,47.6029264,-122.3332213,7,Very walkable
image_12468,47.604344,-122.3204227,3,Slightly walkable
image_12470,47.6034626,-122.318779,2,Not at all walkable
image_12472,47.6160627,-122.3408762,7,Very walkable
image_12473,47.6176607,-122.3233714,6,Moderately walkable
image_12474,47.615988,-122.3407685,8,Very walkable
image_12476,47.6013484,-122.3275526,4,Slightly walkable
image_12477,47.6166632,-122.346379,8,Very walkable
image_12478,47.6160332,-122.3519848,3,Slightly walkable
image_12479,47.6145278,-122.3298702,7,Very walkable
image_12480,47.6104092,-122.3275292,6,Moderately walkable
image_12481,47.6001744,-122.3304013,5,Moderately walkable
image_12482,47.6001255,-122.3354165,7,Very walkable
image_12483,47.6231243,-122.3187771,3,Slightly walkable
image_12484,47.6008898,-122.332866,10,Extremely walkable
image_12485,47.61123,-122.3304977,9,Extremely walkable
image_12486,47.6186469,-122.3386646,6,Moderately walkable
image_12488,47.6149205,-122.3534436,8,Very walkable
image_12490,47.6157126,-122.3343039,8,Very walkable
image_12491,47.6090139,-122.3421326,8,Very walkable
image_12492,47.6197848,-122.3372757,6,Moderately walkable
image_12493,47.599095,-122.3210421,1,Not at all walkable
image_12497,47.6094929,-122.3398485,2,Not at all walkable
image_12498,47.6119714,-122.3482418,7,Very walkable
image_12500,47.6235046,-122.3527844,3,Slightly walkable
image_12502,47.6208721,-122.3560842,2,Not at all walkable
image_12504,47.6078371,-122.3238419,4,Slightly walkable
image_12505,47.6140471,-122.3435239,7,Very walkable
image_12506,47.5977876,-122.3197725,1,Not at all walkable
image_12507,47.5994094,-122.3298633,5,Moderately walkable
image_12508,47.6167358,-122.3400466,9,Extremely walkable
image_12509,47.6208965,-122.3305507,7,Very walkable
image_12510,47.6108508,-122.3303725,10,Extremely walkable
image_12511,47.6130818,-122.3268594,4,Slightly walkable
image_12512,47.6144559,-122.3296231,1,Not at all walkable
image_12513,47.618079,-122.3500222,3,Slightly walkable
image_12514,47.6076345,-122.3268946,5,Moderately walkable
image_12515,47.6194369,-122.3303283,5,Moderately walkable
image_12516,47.59808,-122.3355675,4,Moderately walkable
image_12517,47.6091147,-122.3418236,8,Very walkable
image_12518,47.6166938,-122.3511381,2,Not at all walkable
image_12519,47.6139545,-122.3212244,3,Slightly walkable
image_12520,47.6130382,-122.3381481,3,Slightly walkable
image_12521,47.6209098,-122.34501,5,Moderately walkable
image_12522,47.6143702,-122.3491695,3,Slightly walkable
image_12523,47.6106981,-122.3354174,8,Very walkable
image_12524,47.600937,-122.3250933,1,Not at all walkable
image_12525,47.6136815,-122.3267293,6,Moderately walkable
image_12527,47.6217305,-122.3548592,7,Very walkable
image_12529,47.6019362,-122.3387906,2,Not at all walkable
image_12531,47.6230661,-122.3177678,3,Slightly walkable
image_12534,47.5969669,-122.3316007,3,Slightly walkable
image_12535,47.6207876,-122.3364112,3,Slightly walkable
image_12536,47.6144134,-122.3404507,8,Very walkable
image_12537,47.6184896,-122.3464809,7,Very walkable
image_12538,47.6211284,-122.3531772,10,Extremely walkable
image_12539,47.620952,-122.3359926,2,Not at all walkable
image_12540,47.6004285,-122.336092,2,Not at all walkable
image_12541,47.6211954,-122.3443464,5,Moderately walkable
image_12542,47.6103245,-122.3365992,8,Very walkable
image_12543,47.620499,-122.3475129,7,Very walkable
image_12544,47.6184315,-122.3336224,6,Moderately walkable
image_12545,47.6183583,-122.3383175,9,Extremely walkable
image_12546,47.6231292,-122.3425761,8,Very walkable
image_12548,47.6017066,-122.3235888,2,Not at all walkable
image_12549,47.6219639,-122.317884,5,Moderately walkable
image_12550,47.6026169,-122.3399443,6,Moderately walkable
image_12553,47.6158446,-122.3399336,9,Extremely walkable
image_12554,47.6104488,-122.3436122,6,Moderately walkable
image_12556,47.6129261,-122.3246266,5,Moderately walkable
image_12557,47.6123306,-122.3225154,5,Moderately walkable
image_12558,47.5994017,-122.3189022,3,Slightly walkable
image_12559,47.6088981,-122.3265296,4,Slightly walkable
image_12560,47.6045963,-122.3315362,7,Very walkable
image_12561,47.6118426,-122.321419,9,Extremely walkable
image_12562,47.61174,-122.3510558,2,Not at all walkable
image_12565,47.6146099,-122.3366971,8,Very walkable
image_12567,47.6117029,-122.3210418,1,Not at all walkable
image_12568,47.6231895,-122.3566174,3,Slightly walkable
image_12569,47.614549,-122.3506664,2,Not at all walkable
image_12570,47.6158122,-122.3405179,8,Very walkable
image_12571,47.619751,-122.3331086,7,Very walkable
image_12572,47.6195344,-122.3490682,5,Moderately walkable
image_12573,47.606462,-122.3346437,5,Moderately walkable
image_12574,47.6163182,-122.3221617,5,Moderately walkable
image_12576,47.6151275,-122.3417561,6,Moderately walkable
image_12577,47.6120328,-122.3208126,5,Moderately walkable
image_12578,47.6062177,-122.3207406,7,Very walkable
image_12579,47.6238036,-122.3234037,7,Very walkable
image_12580,47.6108449,-122.3217888,5,Moderately walkable
image_12581,47.6085904,-122.3210992,2,Not at all walkable
image_12582,47.6202604,-122.3196682,2,Not at all walkable
image_12583,47.6158173,-122.336649,7,Very walkable
image_12584,47.6208495,-122.3267131,2,Not at all walkable
image_12585,47.6051141,-122.3305267,8,Very walkable
image_12586,47.6160994,-122.3454142,8,Very walkable
image_12587,47.613104,-122.326972,3,Slightly walkable
image_12588,47.6102622,-122.3435075,10,Extremely walkable
image_12589,47.6187919,-122.3566052,4,Slightly walkable
image_12590,47.6230789,-122.325415,5,Moderately walkable
image_12591,47.618475,-122.3434532,6,Moderately walkable
image_12594,47.6100734,-122.346139,4,Moderately walkable
image_12595,47.6030568,-122.3242813,3,Slightly walkable
image_12596,47.6001133,-122.3342427,9,Extremely walkable
image_12597,47.6012755,-122.3214077,8,Very walkable
image_12598,47.6134714,-122.3354902,5,Moderately walkable
image_12599,47.6111495,-122.3264176,1,Not at all walkable
image_12600,47.6203578,-122.3525681,5,Moderately walkable
image_12602,47.6163179,-122.3220584,6,Moderately walkable
image_12603,47.6133192,-122.3444532,8,Very walkable
image_12604,47.6197994,-122.3461629,5,Moderately walkable
image_12605,47.6144534,-122.3328634,3,Slightly walkable
image_12606,47.6197382,-122.3359854,8,Very walkable
image_12607,47.618776,-122.3230603,7,Very walkable
image_12609,47.6208496,-122.326488,5,Moderately walkable
image_12610,47.613045,-122.3268617,4,Moderately walkable
image_12611,47.6085039,-122.3245198,5,Moderately walkable
image_12612,47.6125394,-122.3408667,5,Moderately walkable
image_12613,47.6139162,-122.3495963,8,Very walkable
image_12614,47.6084173,-122.3273566,5,Moderately walkable
image_12615,47.6232686,-122.3370312,8,Very walkable
image_12616,47.6080828,-122.3331418,8,Very walkable
image_12617,47.611679,-122.3394037,7,Very walkable
image_12620,47.6091988,-122.3233687,3,Slightly walkable
image_12621,47.6134757,-122.3522308,3,Slightly walkable
image_12622,47.6229618,-122.3563019,1,Not at all walkable
image_12623,47.6048874,-122.3285688,1,Not at all walkable
image_12624,47.6017296,-122.332743,5,Moderately walkable
image_12626,47.6210222,-122.3181485,3,Slightly walkable
image_12627,47.6055127,-122.3246007,8,Very walkable
image_12628,47.6187307,-122.3509309,1,Not at all walkable
image_12630,47.6131564,-122.344387,7,Very walkable
image_12631,47.6078295,-122.3313615,6,Moderately walkable
image_12632,47.6023649,-122.336769,8,Very walkable
image_12636,47.6092549,-122.3309359,10,Extremely walkable
image_12637,47.6042886,-122.3193365,1,Not at all walkable
image_12638,47.6231333,-122.323147,5,Moderately walkable
image_12639,47.6109274,-122.347504,8,Very walkable
image_12640,47.6172825,-122.3568369,7,Very walkable
image_12642,47.6216906,-122.3318317,8,Very walkable
image_12643,47.5991644,-122.3333262,8,Very walkable
image_12644,47.6075848,-122.328873,3,Slightly walkable
image_12645,47.6191738,-122.3464153,8,Very walkable
image_12646,47.6209091,-122.3463024,2,Not at all walkable
image_12647,47.6159881,-122.3297971,7,Very walkable
image_12648,47.6184503,-122.3309692,8,Very walkable
image_12649,47.6063046,-122.3421714,9,Extremely walkable
image_12650,47.5991334,-122.3327306,1,Not at all walkable
image_12651,47.6047586,-122.3360886,6,Moderately walkable
image_12653,47.615957,-122.345157,7,Very walkable
image_12654,47.6124038,-122.3509039,5,Moderately walkable
image_12655,47.6201836,-122.3493284,5,Moderately walkable
image_12656,47.6180247,-122.3494071,2,Not at all walkable
image_12657,47.6164247,-122.3233551,4,Slightly walkable
image_12658,47.6126685,-122.322043,7,Very walkable
image_12659,47.6185197,-122.3414783,3,Slightly walkable
image_12660,47.5964935,-122.3268011,2,Not at all walkable
image_12662,47.6156634,-122.3346087,8,Very walkable
image_12664,47.6038328,-122.3379914,5,Moderately walkable
image_12665,47.5992596,-122.324911,5,Moderately walkable
image_12666,47.6121902,-122.3193717,5,Moderately walkable
